id,feature,fc,pval,qval,chr,strand,start,end,t_name,num_exons,length,gene_id,gene_name,cov.NPLL32,FPKM.NPLL32,cov.NPLL34,FPKM.NPLL34,cov.NPLL44,FPKM.NPLL44,cov.NPLL46,FPKM.NPLL46,cov.NPLL56,FPKM.NPLL56,cov.NPLL61,FPKM.NPLL61,cov.NPSL15,FPKM.NPSL15,cov.NPSL24,FPKM.NPSL24,cov.NPSL29,FPKM.NPSL29,cov.NPSL36,FPKM.NPSL36,cov.NPSL50,FPKM.NPSL50,cov.NPSL58,FPKM.NPSL58,cov.PLL20,FPKM.PLL20,cov.PLL31,FPKM.PLL31,cov.PLL43,FPKM.PLL43,cov.PLL55,FPKM.PLL55,cov.PLL59,FPKM.PLL59,cov.PLL62,FPKM.PLL62,cov.PSL13,FPKM.PSL13,cov.PSL16,FPKM.PSL16,cov.PSL35,FPKM.PSL35,cov.PSL49,FPKM.PSL49,cov.PSL53,FPKM.PSL53,cov.PSL63,FPKM.PSL63
10199,transcript,1.17947859787969,0.0127299049713043,0.451547201750753,NC_052310.1,-,27899829,27963971,rna-XM_038991641.1,30,6612,gene-LOC120046421,LOC120046421,0.09513,0.250556,0.141258,0.482802,0.501996,0.349096,0.155021,0.46913,0.309211,0.93751,0.135814,0.304595,0.086812,0.594871,0.181413,0.698002,0.17801,0.435513,0.324108,0.808918,0.119026,0.568202,1.045372,0.89961,0.147762,0.271103,0.108893,0.25689,0.033212,0.062393,0.144676,0.380975,0.048699,0.139939,0.048548,0.101092,0.164499,0.33098,0.207381,0.36233,0.238959,0.519963,0.199486,0.673568,0.18899,0.34188,0.208863,0.393285
10216,transcript,0.910657080137807,0.0102412660227589,0.426030386301728,NC_052310.1,+,28843226,28889863,rna-XM_038991643.1,15,9490,gene-LOC120046425,LOC120046425,0.053109,0.13988,0.064489,0.220415,0.243467,0.169311,0.026449,0.080041,0.041728,0.126517,0.21138,0.47407,0.015068,0.103252,0.022761,0.087575,0.181033,0.442909,0.064278,0.160427,0.02255,0.107648,0.294942,0.253817,0.413066,0.757865,0.022761,0.053696,0.037829,0.071067,0.030348,0.079915,0.02824,0.081149,0.307903,0.641153,0.065753,0.132298,0.223288,0.390123,0.098419,0.214155,0.001949,0.006581,0.145627,0.263437,0.04921,0.092661
10225,transcript,0.972355682391346,0.0288544201325073,0.515925897533522,NC_052310.1,-,29193771,29197178,rna-XR_005476804.1,3,2543,gene-LOC120046429,LOC120046429,0,0,0,0,0.001416,0.000985,0,0,0,0,0.014157,0.03175,0,0,0,0,0,0,0,0,0,0,0,0,0.063023,0.11563,0,0,0,0,0,0,0,0,0.077468,0.161313,0,0,0.078333,0.136861,0,0,0,0,0.014157,0.02561,0,0
10227,transcript,0.774475984463375,0.0102866754044463,0.426030386301728,NC_052310.1,+,29285664,29303660,rna-XM_038991649.1,21,3045,gene-LOC120046430,LOC120046430,0,0,0,0,0.821193,0.571071,0.023645,0.071555,0,0,0.248276,0.556818,0,0,0.057143,0.219862,0.094581,0.231398,0,0,0,0,0.650246,0.559579,1.464868,2.687638,0,0,0,0,0,0,0.058785,0.168922,1.277504,2.660172,0.047291,0.095152,0.704105,1.230193,0.139044,0.302553,0,0,0.415496,0.751626,0,0
10241,transcript,0.901576604930961,0.0340324816490327,0.515925897533522,NC_052310.1,+,30354599,30923726,rna-XM_038991662.1,67,11040,gene-LOC120046433,LOC120046433,0.333247,0.877716,0.163013,0.557158,0.935152,0.65032,0.219317,0.663705,0.198596,0.602132,0.293764,0.658836,0.109019,0.747043,0.142355,0.547723,0.187789,0.459438,0.365387,0.911943,0.11404,0.5444,0.718651,0.618446,0.616632,1.131354,0.168867,0.398375,0.165858,0.311586,0.319293,0.840793,0.163448,0.469677,0.432985,0.901613,0.201357,0.40514,0.381191,0.666007,0.250332,0.54471,0.136456,0.460746,0.239234,0.432771,0.139342,0.262378
10250,transcript,0.711300742166608,0.0321424443714784,0.515925897533522,NC_052310.1,-,31445391,31458966,rna-XM_038991664.1,10,1857,gene-LOC120046436,LOC120046436,1.431879,3.771326,0.565671,1.933391,5.825288,4.050998,0.695207,2.103859,0.909532,2.757648,1.500808,3.365919,0.116317,0.797052,0.573506,2.206612,1.787624,4.373535,0.440495,1.0994,0.288638,1.377889,2.681922,2.307967,1.749778,3.210371,0.598815,1.412667,1.192245,2.239786,0.368336,0.969937,0.53581,1.53968,0.983306,2.047558,0,0,1.274098,2.226069,0.735057,1.599446,0.251481,0.849131,1.099084,1.988227,0.673667,1.268501
10252,transcript,0.942347625101804,0.0301535849223677,0.515925897533522,NC_052310.1,+,31467553,31472366,rna-XR_005476726.1,6,1361,gene-LOC120045575,LOC120045575,0,0,0,0,0,0,0,0,0,0,0.154298,0.34605,0,0,0,0,0,0,0,0,0,0,0,0,0.066128,0.121327,0,0,0.037007,0.069522,0,0,0,0,0.0723,0.150552,0,0,0.063924,0.111686,0,0,0,0,0,0,0,0
10257,transcript,0.840519333414126,0.0182993606071976,0.483514836426723,NC_052310.1,-,31477794,31480917,rna-XR_005476808.1,6,1951,gene-LOC120046438,LOC120046438,0.028282,0.07449,0.021701,0.074171,0.313875,0.218274,0.010764,0.032574,0.037549,0.113846,0.184564,0.413929,0,0,0,0,0.254381,0.622359,0.012139,0.030297,0,0,0.125696,0.10817,0.707538,1.298142,0.006794,0.016028,0.005352,0.010054,0,0,0,0,0.816503,1.700221,0.154968,0.311803,0.317314,0.554402,0.044717,0.097302,0.024976,0.084332,0.244314,0.441961,0,0
10298,transcript,0.939038752441301,0.041903714114411,0.515925897533522,NC_052310.1,-,32931842,32969934,rna-XM_038991686.1,18,8774,gene-oga,oga,0.02439,0.064239,0.032254,0.11024,0.192683,0.133995,0.020401,0.061738,0.028607,0.086735,0.079781,0.178928,0,0,0.008092,0.031135,0.051584,0.126204,0.034705,0.086618,0.032824,0.156694,0.136768,0.117698,0.36558,0.670741,0.024618,0.058076,0.048894,0.091854,0.044791,0.117948,0.036927,0.106112,0.09478,0.197362,0.069364,0.139564,0.212788,0.371777,0.079439,0.172855,0.011739,0.039637,0.090324,0.163395,0.040916,0.077044
103,transcript,1.53587698710014,0.00100896620441859,0.389744915561346,NC_052307.1,-,3911197,3927241,rna-XM_038961940.1,8,2032,gene-ppm1f,ppm1f,0.40502,1.066754,0.248032,0.847742,1.366142,0.950037,0.743602,2.250314,0.634843,1.924807,0.333661,0.748314,0.194882,1.335411,0.456201,1.755271,0.793799,1.94208,1.055118,2.633394,0.923228,4.407271,2.498061,2.149743,0.248635,0.456178,0.496063,1.170264,0.33563,0.630524,0.405512,1.067833,0.194882,0.560004,0.227362,0.47344,0.442421,0.890171,0.492126,0.859829,0.615157,1.33855,0.787979,2.660627,1.018701,1.842816,1.108793,2.087835
10301,transcript,0.895219365348925,0.0203643205836871,0.493521134674624,NC_052310.1,+,33103331,33134124,rna-XM_038991690.1,11,3099,gene-LOC120046447,LOC120046447,0,0,0,0,0.072988,0.050757,0,0,0,0,0.089044,0.199702,0,0,0,0,0,0,0,0,0,0,0,0,0.481823,0.884015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10307,transcript,0.925955217100594,0.00873092135960962,0.423207481852038,NC_052310.1,-,33175635,33182127,rna-XM_038991695.1,1,6492,gene-LOC120046448,LOC120046448,0.09427,0.248291,0.10536,0.360107,0.453173,0.315144,0.120918,0.365926,0.066543,0.201755,0.226741,0.508521,0.033118,0.226938,0.082871,0.318853,0.181916,0.445069,0.088571,0.221058,0.033272,0.158833,0.406192,0.349554,0.347967,0.638426,0.099353,0.234384,0.060382,0.113435,0.099507,0.262031,0.07748,0.222643,0.374307,0.779427,0.176987,0.356106,0.226587,0.395887,0.149569,0.325454,0.055299,0.186718,0.199476,0.360849,0.132779,0.25002
10322,transcript,0.817054339907534,0.0443291132156232,0.515925897533522,NC_052310.1,-,33981443,34005516,rna-XM_038991708.1,13,2635,gene-LOC120046454,LOC120046454,2.451423,6.456631,1.679696,5.740986,7.631499,5.307066,2.387476,7.225061,1.189374,3.606113,2.694877,6.043903,0.823719,5.644461,1.242884,4.7821,2.342695,5.731552,1.074763,2.682424,0.890702,4.252,6.2537,5.381713,6.292789,11.545573,4.155028,9.802145,1.749905,3.287423,2.317078,6.10155,1.401518,4.027341,5.455029,11.359117,2.230361,4.487589,5.157116,9.010373,4.350664,9.466821,1.433397,4.839894,4.266414,7.717882,3.923719,7.388284
10324,transcript,0.923189572931067,0.0310361484848356,0.515925897533522,NC_052310.1,+,34010282,34018186,rna-XM_038991710.1,4,2975,gene-LOC120046455,LOC120046455,0,0,0,0,0.05916,0.041141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084706,0.072895,0.403193,0.739751,0,0,0,0,0,0,0,0,0.265546,0.552952,0,0,0.17479,0.305388,0.048403,0.105322,0.030252,0.102146,0.108908,0.197013,0.048403,0.091142
10336,transcript,0.977426029498841,0.0332038990195116,0.515925897533522,NC_052310.1,-,34224204,34244983,rna-XM_038991719.1,14,4276,gene-LOC120046462,LOC120046462,0,0,0,0,0.083489,0.05806,0,0,0.016838,0.051052,0.016137,0.036191,0,0,0,0,0,0,0,0,0,0,0.05449,0.046892,0.058934,0.108128,0,0,0,0,0,0,0,0,0.02935,0.061116,0.012629,0.02541,0,0,0,0,0,0,0,0,0.025257,0.047558
10356,transcript,1.29464461520702,0.0325042614612172,0.515925897533522,NC_052310.1,-,34901764,34925838,rna-XM_038991740.1,14,2206,gene-sfxn4,sfxn4,0.226201,0.595775,0.488214,1.668653,1.654705,1.150708,0.715322,2.164732,0.520399,1.57782,0.551285,1.236388,0.373073,2.556449,0.342248,1.316828,0.664551,1.625866,0.750227,1.872438,0.373073,1.780962,2.644379,2.275659,0.255141,0.468115,0.513852,1.212231,0.465319,0.874162,0.806437,2.123586,0.065277,0.187577,0.322434,0.671411,0.675124,1.35838,0.539522,0.942638,0.679485,1.478524,0.211695,0.714792,1.004986,1.818005,1.296067,2.440468
10364,transcript,1.66978692673227,0.0239270552489222,0.509657286313927,NC_052310.1,+,34977320,34980051,rna-XM_038990487.1,4,1043,gene-LOC120045586,LOC120045586,0.87536,2.305549,1.823586,6.232784,3.669223,2.551636,1.77408,5.368781,2.790029,8.459206,1.276127,2.862018,0.75743,5.190221,1.939597,7.462761,1.051774,2.573232,3.1721,7.917018,1.428571,6.819658,7.627038,6.563559,1.000959,1.83649,2.083429,4.915027,1.188878,2.233461,3.019176,7.950381,0.654842,1.881725,0.372004,0.774631,1.23394,2.482744,2.128476,3.718816,5.448226,11.85506,3.780441,12.764735,5.448706,9.856631,1.950144,3.672082
1037,transcript,0.965997219628603,0.0426861983373104,0.515925897533522,NC_052307.1,-,31570503,31577177,rna-XR_005477648.1,8,1183,gene-LOC120054960,LOC120054960,0,0,0,0,0,0,0,0,0,0,0.060862,0.136498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091293,0.190101,0,0,0,0,0,0,0,0,0,0,0,0
10370,transcript,1.29381805200518,0.0132795059552132,0.454984042674601,NC_052310.1,-,35137019,35147182,rna-XM_038991746.1,2,2392,gene-fignl1,fignl1,0.748328,1.970969,0.259197,0.885902,1.179139,0.819992,0.508779,1.539684,0.766437,2.323792,0.702341,1.575167,0.240385,1.647217,0.565635,2.176328,0.464883,1.137366,0.852216,2.126985,0.516304,2.464713,1.624164,1.397698,0.209448,0.384281,0.45903,1.0829,0.615803,1.156865,0.367475,0.96767,0.191472,0.550206,0.090301,0.188036,0.492057,0.990041,0.478679,0.836335,0.540134,1.175304,0.479515,1.619092,0.852843,1.542781,0.564381,1.062718
10379,transcript,1.03880012276355,0.0361990798384493,0.515925897533522,NC_052310.1,+,35377864,35379650,rna-XM_038990494.1,1,1786,gene-LOC120045593,LOC120045593,0.020157,0.05309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040314,0.098631,0.06047,0.150923,0,0,0.040314,0.034693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020157,0.043861,0,0,0.020157,0.036464,0.078387,0.147601
10382,transcript,0.623882523756551,0.0314838225663501,0.515925897533522,NC_052310.1,-,35491403,35524998,rna-XM_038991753.1,15,2689,gene-LOC120046481,LOC120046481,3.438613,9.056722,2.910183,9.946633,6.037122,4.198311,1.672555,5.061543,1.974457,5.986439,4.193494,9.404908,0.862031,5.90699,1.252882,4.820568,5.151122,12.602546,0.022685,0.056618,0.707401,3.376964,8.407828,7.235479,5.025928,9.221224,1.235465,2.914591,2.382525,4.475881,1.356233,3.571361,1.504115,4.322159,3.50714,7.302988,0.986532,1.984948,4.45556,7.784634,2.272592,4.945044,0.708442,2.392069,2.114386,3.824894,1.027519,1.934798
1041,transcript,0.878924010139255,0.0334182876760067,0.515925897533522,NC_052307.1,-,31821348,31848056,rna-XM_038981579.1,28,4429,gene-LOC120034885,LOC120034885,0,0,0,0,0.438515,0.30495,0,0,0.011854,0.035941,0.212982,0.477663,0,0,0,0,0.082581,0.20204,0.020095,0.050154,0.032287,0.15413,0.506773,0.436111,0.696427,1.277756,0,0,0,0,0,0,0.054883,0.157709,0.278336,0.579585,0.0648,0.130381,0.199258,0.348138,0.024385,0.053061,0.023594,0.079666,0.103635,0.187474,0,0
10430,transcript,0.947627311092404,0.00148256348685716,0.389744915561346,NC_052310.1,+,37770827,37820774,rna-XM_038991784.1,21,3585,gene-LOC120046499,LOC120046499,0,0,0,0,0.145618,0.101265,0,0,0,0,0.073169,0.164099,0,0,0,0,0.023189,0.056733,0,0,0,0,0.035146,0.030245,0.13379,0.245469,0,0,0.00712,0.013376,0.029925,0.078801,0,0,0.090377,0.188194,0,0,0.078766,0.137618,0.025105,0.054627,0.016613,0.056094,0.042334,0.076582,0,0
10443,transcript,0.916697036678214,0.00554631196408661,0.397674078319913,NC_052310.1,-,38683016,38764944,rna-XM_038991790.1,23,5978,gene-LOC120046504,LOC120046504,0.03011,0.079305,0.018066,0.061747,0.267782,0.18622,0.017289,0.052321,0.03011,0.091292,0.07193,0.16132,0,0,0.033121,0.127436,0.134577,0.329251,0.023704,0.059161,0,0,0.138173,0.118907,0.384359,0.705195,0.035894,0.084678,0.012044,0.022626,0.042155,0.111007,0.03011,0.086523,0.27919,0.581363,0.055597,0.111864,0.198561,0.34692,0.107674,0.234293,0.023419,0.079075,0.074941,0.135567,0.066171,0.124599
10470,transcript,0.894128573257566,0.0332903156427131,0.515925897533522,NC_052310.1,-,39743533,39794387,rna-XM_038991814.1,17,5582,gene-LOC120046514,LOC120046514,0.032247,0.084933,0.051594,0.176342,0.500806,0.348268,0.051594,0.156136,0.045145,0.136877,0.166965,0.374459,0.031231,0.214008,0.019348,0.074443,0.114056,0.279045,0.076138,0.190027,0.025618,0.122294,0.34793,0.299416,0.773352,1.418893,0.044608,0.105235,0.106583,0.20023,0.102293,0.269368,0.14081,0.404625,0.452516,0.942283,0.135077,0.271781,0.412781,0.7212,0.160158,0.348496,0.063956,0.215949,0.395915,0.716205,0.160337,0.301911
10473,transcript,0.88113909525346,0.0244429782264575,0.511483318935503,NC_052310.1,-,39806871,39820547,rna-XM_038991818.1,10,6343,gene-LOC120046516,LOC120046516,0.050922,0.13412,0.048085,0.164348,0.393583,0.273704,0.042567,0.128818,0.06117,0.185464,0.249172,0.558827,0,0,0.050922,0.195927,0.24326,0.595151,0.064953,0.162112,0,0,0.383762,0.330252,0.699218,1.282877,0.130222,0.307207,0.034706,0.0652,0.028378,0.074728,0.065269,0.187554,0.458852,0.955477,0.16128,0.324503,0.47107,0.823041,0.146303,0.318348,0.045089,0.152244,0.15119,0.273501,0.103894,0.19563
10474,transcript,0.916276722684233,0.0221521394939652,0.501331261588985,NC_052310.1,-,39824464,39836390,rna-XM_038991819.1,18,7072,gene-LOC120046517,LOC120046517,0.020362,0.05363,0.062854,0.214827,0.318722,0.221644,0.044966,0.136078,0.065611,0.198929,0.146635,0.328864,0.010181,0.069764,0.042421,0.163218,0.09865,0.241353,0.042704,0.106582,0.030402,0.145132,0.238122,0.204919,0.492472,0.903553,0.045814,0.10808,0.043057,0.080888,0.007636,0.020108,0.022766,0.065419,0.302673,0.630262,0.128818,0.259188,0.28323,0.494852,0.076357,0.166149,0.045673,0.154216,0.113971,0.206172,0.060096,0.11316
10482,transcript,1.31076853192172,0.0406655177596683,0.515925897533522,NC_052310.1,-,39954642,39963337,rna-XM_038991824.1,9,2513,gene-LOC120046519,LOC120046519,15.839911,41.719633,8.115774,27.738677,33.020897,22.963256,10.713089,32.420314,16.531078,50.121268,10.289646,23.076979,5.151049,35.297101,13.289211,51.131345,10.7247,26.238658,10.291154,25.684956,6.779347,32.362991,50.538357,43.49152,9.217049,16.910803,18.472252,43.577971,14.199636,26.67585,10.032323,26.418065,7.321142,21.037712,6.9489,14.469835,11.241337,22.618086,14.733915,25.742697,21.343645,46.442676,12.295768,41.516907,16.669928,30.155661,19.816706,37.314459
10488,transcript,0.928314681954663,0.0103494255447069,0.427454903821838,NC_052310.1,-,40077176,40122655,rna-XM_038991831.1,28,6368,gene-LOC120046524,LOC120046524,0,0,0.00848,0.028984,0.098208,0.068295,0,0,0,0,0.011307,0.025359,0,0,0,0,0.011307,0.027663,0,0,0,0,0.062186,0.053515,0.279052,0.511985,0,0,0,0,0,0,0.00848,0.024368,0.213501,0.444577,0.01696,0.034124,0.134736,0.235407,0.028266,0.061505,0.022613,0.076353,0.050879,0.092039,0.016332,0.030753
10521,transcript,1.7399181638046,0.0333353246447504,0.515925897533522,NC_052310.1,-,40861382,40868459,rna-XM_038990524.1,3,842,gene-LOC120045617,LOC120045617,15.516626,40.868155,14.327791,48.970556,13.056414,9.079638,10.750592,32.533807,9.73278,29.509223,7.917459,17.756786,4.5,30.835846,8.111639,31.210206,7.473872,18.285301,27.652615,69.016187,10.8462,51.77718,37.23159,32.040188,1.254157,2.30104,5.263064,12.416118,10.761283,20.21646,6.071259,15.987415,3.507126,10.077923,2.285036,4.758177,4.314727,8.681429,6.211401,10.852391,5.635392,12.262324,6.381235,21.546368,9.362233,16.936146,8.992874,16.933401
1053,transcript,0.935387294368745,0.0431417945195194,0.515925897533522,NC_052307.1,+,32749983,32761132,rna-XM_038982191.1,18,3188,gene-LOC120035342,LOC120035342,0,0,0,0,0.235655,0.163878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266759,0.489431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10552,transcript,0.943309437420179,0.0161104011416155,0.472328339136346,NC_052310.1,-,42138569,42207161,rna-XM_038991872.1,5,4755,gene-LOC120046544,LOC120046544,0,0,0,0,0.15878,0.110418,0,0,0,0,0.04164,0.093388,0,0,0,0,0.022713,0.055569,0,0,0,0,0.094427,0.081261,0.203365,0.37312,0.015142,0.035722,0,0,0.015142,0.039873,0.030284,0.087023,0.105994,0.220713,0.033649,0.067703,0.139432,0.243612,0.011356,0.02471,0,0,0.037855,0.068479,0.015142,0.028512
10571,transcript,0.954581131719677,0.00222799091223402,0.389744915561346,NC_052310.1,+,43001021,43042426,rna-XM_038991883.1,23,8925,gene-LOC120046550,LOC120046550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000207,0.000178,0.133694,0.245292,0,0,0,0,0,0,0,0,0.061466,0.127992,0,0,0,0,0,0,0,0,0,0,0,0
10580,transcript,1.40265701216081,0.0437017799764209,0.515925897533522,NC_052310.1,+,43045898,43259282,rna-XM_038991893.1,18,4958,gene-LOC120046552,LOC120046552,0.326745,0.860591,0.217426,0.743134,0,0,0.148044,0.448016,0.465914,1.412624,1.304054,2.924651,0.064946,0.445037,0.420835,1.619198,1.353469,3.311348,0.246571,0.615399,0.191408,0.913736,2.656716,2.286276,1.089652,1.999218,0.318576,0.751554,0.380597,0.715001,0.184853,0.486772,0,0,0.036626,0.076267,1.390425,2.797599,1.294978,2.26255,0.653288,1.421521,0.264219,0.892141,1.136957,2.056739,0.838342,1.578581
10592,transcript,0.768238519430569,0.0412303570660084,0.515925897533522,NC_052310.1,-,43676181,43722364,rna-XM_038991899.1,12,5215,gene-LOC120046557,LOC120046557,0.11697,0.308079,0.171237,0.585266,1.68216,1.169801,0.082838,0.250687,0.150815,0.457262,0.441227,0.989557,0.034324,0.235202,0.061937,0.238308,0.293576,0.718252,0.178332,0.445086,0.110451,0.527267,0.401726,0.345711,3.784981,6.944421,0.403835,0.952689,0.158006,0.296835,0.277078,0.729628,0.201726,0.579671,1.469147,3.059234,0.63883,1.285355,2.033109,3.552193,0.438447,0.954038,0.144583,0.488187,0.787919,1.425334,0.665676,1.253455
10606,transcript,0.92913542621773,0.0115698536495479,0.444511473100327,NC_052310.1,+,45140064,45152936,rna-XM_038990541.1,9,1587,gene-LOC120045631,LOC120045631,0,0,0,0,0.133585,0.092897,0,0,0,0,0.152673,0.342406,0,0,0,0,0,0,0,0,0,0,0.15879,0.136649,0.134846,0.247406,0,0,0,0,0,0,0,0,0.154032,0.320744,0,0,0.034026,0.059449,0.034026,0.074039,0,0,0.079395,0.143624,0,0
