dmr_id,chrom,start,end,length,n_cpgs,direction,mean_diff,mean_pvalue,min_pvalue,lean_mean,siscowet_mean
DMR_21,NC_052345.1,3790780,3791331,551,7,hyper_siscowet,28.7679780952381,0.0347398205598657,0.02857142857142857,19.983671904761906,48.751650000000005
DMR_22,NC_052345.1,3964673,3964756,83,4,hypo_siscowet,-20.936137499999994,0.028986238380884106,0.02857142857142857,92.17726250000001,71.241125
DMR_23,NC_052345.1,3968440,3968654,214,10,hypo_siscowet,-23.552974999999996,0.03041567765324047,0.026518721959430728,95.298745,71.74577000000001
DMR_24,NC_052345.1,4049178,4049420,242,4,hypo_siscowet,-16.55289125,0.03775392482759006,0.03191120476963876,17.337204999999997,0.7843137499999999
DMR_25,NC_052345.1,4049711,4050691,980,26,hypo_siscowet,-20.85920076923077,0.03952786105967947,0.030065283228311607,21.964022307692307,1.1048215384615383
DMR_26,NC_052345.1,7716228,7716400,172,3,hypo_siscowet,-19.09506666666667,0.03306975644987932,0.02857142857142857,70.72665833333333,51.63159166666667
DMR_27,NC_052346.1,17726103,17726185,82,3,hypo_siscowet,-17.627591666666678,0.045646426830861904,0.04359664488554136,99.47090000000001,81.84330833333333
DMR_28,NC_052346.1,20945475,20945563,88,3,hypo_siscowet,-17.505365833333332,0.028847968444398926,0.02857142857142857,25.317641666666663,7.8122758333333335
DMR_29,NC_052346.1,20947008,20947375,367,6,hypo_siscowet,-25.989662499999998,0.02857142857142857,0.02857142857142857,63.561658333333334,37.57199583333334
DMR_30,NC_052347.1,18150575,18150722,147,3,hypo_siscowet,-17.20521111111111,0.042275047349288164,0.029401048190339642,97.6992111111111,80.49400000000001
DMR_31,NW_024057674.1,410501,410618,117,6,hypo_siscowet,-20.841033333333336,0.02857142857142857,0.02857142857142857,87.45117083333334,66.6101375
DMR_32,NW_024057674.1,488637,489301,664,6,hyper_siscowet,33.09772027777778,0.04974599072150299,0.04974599072150299,35.36028388888889,68.45800416666667
DMR_33,NW_024057674.1,648653,648680,27,4,hypo_siscowet,-20.15293125,0.02857142857142857,0.02857142857142857,57.932925,37.77999375
DMR_34,NW_024057705.1,43130,43200,70,4,hypo_siscowet,-21.632337500000002,0.048208654262512585,0.04359664488554136,98.610175,76.97783749999999
DMR_35,NW_024057744.1,74083,74186,103,3,hypo_siscowet,-17.807483333333334,0.02857142857142857,0.02857142857142857,69.77680833333334,51.969325
DMR_36,NW_024057744.1,75311,75378,67,3,hypo_siscowet,-15.364433333333343,0.02857142857142857,0.02857142857142857,70.552075,55.18764166666667
DMR_37,NW_024057744.1,76503,76570,67,3,hypo_siscowet,-18.931575000000002,0.02857142857142857,0.02857142857142857,74.82903333333333,55.897458333333326
DMR_38,NW_024057793.1,16506,18707,2201,46,hypo_siscowet,-26.02605396739131,0.028571428571428557,0.02857142857142857,48.524149456521734,22.49809548913043
DMR_39,NW_024057793.1,20165,20293,128,10,hypo_siscowet,-20.520412500000003,0.02857142857142857,0.02857142857142857,55.35058,34.8301675
DMR_40,NW_024057793.1,44525,44542,17,3,hypo_siscowet,-17.637858333333337,0.02857142857142857,0.02857142857142857,88.13291666666667,70.49505833333333
DMR_41,NW_024057793.1,76027,76251,224,7,hypo_siscowet,-26.95416428571429,0.028571428571428574,0.02857142857142857,59.70252142857144,32.748357142857145
DMR_42,NW_024057793.1,77557,77635,78,7,hypo_siscowet,-23.44821,0.028571428571428574,0.02857142857142857,52.89680357142857,29.44859357142857
DMR_43,NW_024057893.1,49429,49694,265,6,hypo_siscowet,-25.632387500000004,0.02857142857142857,0.02857142857142857,69.55301250000001,43.920625
DMR_44,NW_024057893.1,50124,50447,323,8,hypo_siscowet,-27.9638946875,0.02857142857142857,0.02857142857142857,56.07653125,28.1126365625
DMR_45,NW_024057953.1,98257,98578,321,4,hypo_siscowet,-33.637135416666666,0.044452350183984385,0.02857142857142857,66.77787083333332,33.14073541666667
DMR_46,NW_024057974.1,18289,18489,200,4,hypo_siscowet,-22.3103325,0.04528729423353693,0.03191120476963876,25.017537500000003,2.707205
DMR_47,NW_024057997.1,179664,179721,57,4,hypo_siscowet,-16.500931250000004,0.028986238380884106,0.02857142857142857,57.351037500000004,40.850106249999996
DMR_48,NW_024057997.1,312959,313007,48,3,hypo_siscowet,-20.994799999999998,0.04359664488554136,0.04359664488554136,100.0,79.0052
DMR_49,NW_024057997.1,317462,317850,388,6,hypo_siscowet,-32.745302083333335,0.028709698507913748,0.02857142857142857,58.6956375,25.95033541666667
DMR_50,NW_024057997.1,346676,347030,354,7,hypo_siscowet,-18.411255714285712,0.030617800464894766,0.02857142857142857,35.21116071428572,16.799905
DMR_51,NW_024057997.1,347520,347642,122,3,hypo_siscowet,-22.418008333333333,0.028847968444398926,0.02857142857142857,83.50686666666667,61.08885833333333
DMR_52,NW_024058024.1,35908,39502,3594,49,hypo_siscowet,-27.99359030612245,0.028605290596690244,0.02857142857142857,63.937086224489796,35.94349591836735
DMR_53,NW_024058024.1,39819,40184,365,4,hypo_siscowet,-29.069229166666666,0.033865069108947175,0.02857142857142857,60.990147916666665,31.92091875
DMR_54,NW_024058024.1,41020,41402,382,3,hypo_siscowet,-20.578888888888887,0.04974599072150299,0.04974599072150299,66.48995555555557,45.91106666666667
DMR_55,NW_024058031.1,62695,63412,717,13,hypo_siscowet,-20.344038461538464,0.028571428571428574,0.02857142857142857,46.25797115384617,25.913932692307693
DMR_56,NW_024058055.1,21129,21474,345,17,hypo_siscowet,-20.704277941176475,0.028597084585824772,0.026518721959430728,92.14566176470588,71.44138382352942
DMR_57,NW_024058075.1,204857,205072,215,3,hypo_siscowet,-19.45666666666667,0.02857142857142857,0.02857142857142857,85.56188333333334,66.10521666666666
DMR_58,NW_024058119.1,214184,214501,317,14,hypo_siscowet,-48.18956035714286,0.028689945659844444,0.02857142857142857,69.33735178571428,21.147791428571427
DMR_59,NW_024058159.1,21726,21800,74,3,hypo_siscowet,-30.728725,0.028847968444398926,0.02857142857142857,90.36702500000001,59.63830000000001
DMR_60,NW_024058207.1,15701,15734,33,5,hyper_siscowet,16.634145,0.02857142857142857,0.02857142857142857,40.16074,56.794885
DMR_61,NW_024058234.1,8050,8109,59,4,hypo_siscowet,-17.916511874999998,0.02857142857142857,0.02857142857142857,46.207218749999996,28.290706874999998
DMR_62,NW_024058275.1,61264,61344,80,4,hypo_siscowet,-22.617256249999997,0.028778833476156337,0.02857142857142857,69.8621875,47.24493125000001
DMR_63,NW_024058275.1,61622,63075,1453,30,hypo_siscowet,-28.854359166666672,0.02859908255872561,0.02857142857142857,74.36072916666667,45.50637000000001
DMR_64,NW_024058275.1,64022,64406,384,6,hypo_siscowet,-23.533204166666668,0.02857142857142857,0.02857142857142857,44.77273333333333,21.239529166666667
DMR_65,NW_024058286.1,131200,131427,227,6,hypo_siscowet,-23.51159444444444,0.033551124532068,0.030065283228311607,23.73089277777778,0.21929833333333335
DMR_66,NW_024058302.1,5956,6047,91,3,hypo_siscowet,-20.53595833333333,0.02857142857142857,0.02857142857142857,41.5906,21.05464166666667
DMR_67,NW_024058302.1,7247,7439,192,4,hypo_siscowet,-17.070887499999998,0.02857142857142857,0.02857142857142857,40.793331249999994,23.722443750000004
DMR_68,NW_024058302.1,9559,9631,72,3,hypo_siscowet,-18.0801,0.02857142857142857,0.02857142857142857,46.734566666666666,28.654466666666664
DMR_69,NW_024058302.1,10559,11677,1118,22,hypo_siscowet,-19.199130681818186,0.02857142857142857,0.02857142857142857,41.74153863636364,22.54240795454546
DMR_70,NW_024058302.1,12076,12508,432,3,hypo_siscowet,-16.158966666666668,0.02857142857142857,0.02857142857142857,39.359874999999995,23.20090833333333
DMR_71,NW_024058342.1,287276,287898,622,15,hyper_siscowet,33.975916833333336,0.028571428571428574,0.02857142857142857,16.441668166666666,50.417584999999995
DMR_72,NW_024058377.1,6337,6425,88,3,hypo_siscowet,-20.024841666666664,0.02857142857142857,0.02857142857142857,70.07518333333333,50.05034166666667
DMR_73,NW_024058452.1,693080,693326,246,5,hyper_siscowet,21.43557333333333,0.03583718557607833,0.02857142857142857,29.936590000000002,51.37216333333333
DMR_74,NW_024058595.1,7778,7953,175,3,hypo_siscowet,-18.290408333333335,0.028847968444398926,0.02857142857142857,48.884141666666665,30.593733333333333
DMR_75,NW_024058595.1,34219,34387,168,5,hyper_siscowet,21.40403,0.02873735249521079,0.02857142857142857,69.795095,91.19912500000001
DMR_76,NW_024058631.1,39552,40023,471,19,hypo_siscowet,-19.653434210526314,0.02857142857142857,0.02857142857142857,88.18466710526316,68.53123289473685
DMR_77,NW_024058631.1,43229,43250,21,3,hypo_siscowet,-17.11086666666667,0.02857142857142857,0.02857142857142857,83.96987500000002,66.85900833333334
DMR_78,NW_024058631.1,47966,48479,513,27,hypo_siscowet,-19.969187962962966,0.028602155223980835,0.02857142857142857,81.28506388888889,61.31587592592592
DMR_79,NW_024058641.1,65205,65271,66,3,hypo_siscowet,-36.369800000000005,0.03334629632284968,0.02857142857142857,69.30844166666667,32.93864166666666
DMR_80,NW_024058771.1,3775,5966,2191,42,hypo_siscowet,-20.824975238095238,0.028591181419497874,0.02857142857142857,41.65230892857143,20.827333690476188
DMR_81,NW_024058771.1,7758,7880,122,4,hypo_siscowet,-22.46766875,0.02857142857142857,0.02857142857142857,47.077993750000005,24.610325
DMR_82,NW_024058771.1,8399,8646,247,8,hypo_siscowet,-19.988715624999998,0.02857142857142857,0.02857142857142857,45.189499999999995,25.200784374999998
DMR_83,NW_024058771.1,9011,9317,306,7,hypo_siscowet,-19.21002142857143,0.028571428571428574,0.02857142857142857,49.232375,30.02235357142857
DMR_84,NW_024058771.1,42994,43085,91,4,hypo_siscowet,-17.172599374999997,0.02857142857142857,0.02857142857142857,34.5379625,17.365363125000002
DMR_85,NW_024058771.1,43565,43687,122,4,hypo_siscowet,-23.605674999999998,0.02857142857142857,0.02857142857142857,43.0993625,19.4936875
DMR_86,NW_024058771.1,43976,44125,149,3,hypo_siscowet,-20.300133333333335,0.02857142857142857,0.02857142857142857,41.46266666666667,21.162533333333332
DMR_87,NW_024058771.1,44808,44968,160,4,hypo_siscowet,-21.369387499999995,0.02857142857142857,0.02857142857142857,44.068275,22.698887499999998
DMR_88,NW_024058782.1,14331,14422,91,3,hypo_siscowet,-15.348166666666666,0.02857142857142857,0.02857142857142857,41.08368333333333,25.735516666666665
DMR_89,NW_024058782.1,39497,39600,103,3,hypo_siscowet,-17.997383333333335,0.02857142857142857,0.02857142857142857,84.79964166666667,66.80225833333333
DMR_90,NW_024058785.1,201971,202066,95,3,hypo_siscowet,-34.31821111111112,0.04974599072150299,0.04974599072150299,64.15576666666668,29.837555555555554
DMR_91,NW_024058785.1,767429,767466,37,3,hypo_siscowet,-33.0666,0.02857142857142857,0.02857142857142857,64.32918333333333,31.262583333333335
DMR_92,NW_024058785.1,788978,789097,119,5,hypo_siscowet,-23.591371,0.02857142857142857,0.02857142857142857,33.17252499999999,9.581154
DMR_93,NW_024058787.1,219914,220126,212,3,hypo_siscowet,-18.158715833333336,0.04769620877618245,0.04359664488554136,19.753973333333334,1.5952575
DMR_94,NW_024058808.1,3285,3571,286,3,hypo_siscowet,-28.029533333333333,0.03306975644987932,0.02857142857142857,51.47658333333334,23.44705
DMR_95,NW_024058808.1,4489,4640,151,6,hypo_siscowet,-20.001258333333332,0.02857142857142857,0.02857142857142857,86.09045416666667,66.08919583333333
DMR_96,NW_024058808.1,41948,42137,189,8,hypo_siscowet,-17.705103125,0.030258301525847603,0.02857142857142857,91.567825,73.862721875
DMR_97,NW_024058808.1,43760,43843,83,5,hypo_siscowet,-18.207765000000002,0.031521539800749405,0.02857142857142857,95.8529,77.64513500000001
DMR_98,NW_024058826.1,31377,31755,378,9,hypo_siscowet,-20.377141666666674,0.028571428571428567,0.02857142857142857,59.52780277777778,39.15066111111111
DMR_99,NW_024058826.1,32027,32238,211,3,hypo_siscowet,-23.11196666666667,0.02857142857142857,0.02857142857142857,59.97078333333334,36.85881666666666
DMR_100,NW_024058826.1,33607,33958,351,9,hypo_siscowet,-21.653238888888886,0.028663608529085356,0.02857142857142857,57.412,35.75876111111111
DMR_101,NW_024058826.1,34486,36410,1924,40,hypo_siscowet,-24.240876812499998,0.028592169061901346,0.02857142857142857,50.05129375,25.8104169375
DMR_102,NW_024058826.1,36710,37604,894,38,hypo_siscowet,-18.88825039473684,0.028593260666663064,0.02857142857142857,80.23688026315787,61.34862986842105
DMR_103,NW_024058826.1,45154,45167,13,3,hypo_siscowet,-16.15085833333333,0.02857142857142857,0.02857142857142857,91.13790833333333,74.98705
DMR_104,NW_024058840.1,20465,20938,473,10,hypo_siscowet,-23.17482,0.02865439053331968,0.02857142857142857,72.95359499999999,49.77877500000001
DMR_105,NW_024058840.1,21486,21602,116,4,hypo_siscowet,-20.069793749999995,0.02857142857142857,0.02857142857142857,78.40548125000001,58.335687500000006
DMR_106,NW_024058840.1,35598,35858,260,8,hypo_siscowet,-24.089502500000002,0.02877883347615634,0.02857142857142857,53.987465625,29.897963124999997
DMR_107,NW_024058842.1,166384,166492,108,3,hypo_siscowet,-32.5876,0.02857142857142857,0.02857142857142857,57.21093333333334,24.62333333333333
DMR_108,NW_024058907.1,36601,36712,111,4,hypo_siscowet,-15.712375000000002,0.02857142857142857,0.02857142857142857,50.95390625,35.24153125
DMR_109,NW_024058907.1,37270,37408,138,6,hypo_siscowet,-17.046795833333334,0.02857142857142857,0.02857142857142857,57.06164166666667,40.01484583333333
DMR_110,NW_024058907.1,38793,39009,216,4,hypo_siscowet,-15.852568749999998,0.02857142857142857,0.02857142857142857,53.409756249999994,37.5571875
DMR_111,NW_024058907.1,39507,39588,81,5,hypo_siscowet,-18.142985,0.02857142857142857,0.02857142857142857,60.309960000000004,42.166975
DMR_112,NW_024058907.1,40265,40333,68,4,hypo_siscowet,-17.548575,0.02857142857142857,0.02857142857142857,57.624649999999995,40.076075
DMR_113,NW_024058907.1,40957,41120,163,7,hypo_siscowet,-16.800203571428572,0.028571428571428574,0.02857142857142857,58.36920357142857,41.569
DMR_114,NW_024058907.1,41633,41960,327,7,hypo_siscowet,-18.88870714285714,0.028571428571428574,0.02857142857142857,58.230917857142856,39.34221071428572
DMR_115,NW_024058907.1,42458,42539,81,5,hypo_siscowet,-18.394424999999995,0.02857142857142857,0.02857142857142857,60.683460000000004,42.289035
DMR_116,NW_024058907.1,43240,43283,43,3,hypo_siscowet,-18.10815833333334,0.02857142857142857,0.02857142857142857,55.56041666666667,37.45225833333333
DMR_117,NW_024058907.1,43945,44026,81,4,hypo_siscowet,-18.2032,0.02857142857142857,0.02857142857142857,57.9064875,39.7032875
DMR_118,NW_024058936.1,9363,9629,266,6,hypo_siscowet,-26.83384041666666,0.02857142857142857,0.02857142857142857,59.853695833333326,33.019855416666665
DMR_119,NW_024058936.1,10257,10618,361,3,hypo_siscowet,-24.19690277777778,0.03562961595478671,0.02857142857142857,55.51304166666667,31.31613888888889
DMR_120,NW_024058936.1,10901,11902,1001,23,hypo_siscowet,-25.000093478260865,0.02915816699035693,0.02857142857142857,56.36884239130435,31.368748913043472
DMR_121,NW_024058936.1,13020,13589,569,6,hypo_siscowet,-19.509145833333335,0.030820592510653947,0.02857142857142857,69.8261625,50.31701666666667
DMR_122,NW_024058945.1,23231,23372,141,4,hypo_siscowet,-18.90524375,0.02857142857142857,0.02857142857142857,73.650475,54.745231249999996
DMR_123,NW_024058945.1,23739,23942,203,5,hypo_siscowet,-20.254005,0.02857142857142857,0.02857142857142857,63.123025000000005,42.869020000000006
DMR_124,NW_024058945.1,24257,24964,707,17,hypo_siscowet,-22.489813235294115,0.02857142857142857,0.02857142857142857,61.4424,38.95258676470588
DMR_125,NW_024058945.1,27963,28324,361,8,hypo_siscowet,-21.84375875,0.02857142857142857,0.02857142857142857,55.69854375,33.854785
DMR_126,NW_024058962.1,9614,9809,195,5,hyper_siscowet,21.943688666666667,0.046872674870022106,0.04359664488554136,2.612798,24.556486666666665
DMR_127,NW_024058975.1,124576,124753,177,6,hypo_siscowet,-24.398098611111113,0.03462622607530338,0.02857142857142857,80.92084027777777,56.52274166666667
DMR_128,NW_024058975.1,130794,131037,243,3,hypo_siscowet,-16.92754166666666,0.028847968444398926,0.02857142857142857,89.69820833333331,72.77066666666666
DMR_129,NW_024058979.1,10451,10535,84,5,hypo_siscowet,-22.222845,0.02857142857142857,0.02857142857142857,89.415175,67.19233000000001
DMR_130,NW_024058979.1,21218,21440,222,10,hypo_siscowet,-21.032708249999995,0.029920926934963798,0.02857142857142857,51.68229500000001,30.649586749999997
DMR_131,NW_024058979.1,23346,24638,1292,20,hypo_siscowet,-22.533346541666667,0.029630156678932297,0.02857142857142857,46.740907916666664,24.207561375000004
DMR_132,NW_024058979.1,24910,25147,237,5,hypo_siscowet,-20.09431,0.02857142857142857,0.02857142857142857,38.760045,18.665734999999998
DMR_133,NW_024058979.1,26500,27010,510,6,hypo_siscowet,-18.941137500000007,0.02857142857142857,0.02857142857142857,74.37147916666667,55.43034166666666
DMR_134,NW_024058979.1,34109,34388,279,13,hypo_siscowet,-18.69944615384615,0.028571428571428574,0.02857142857142857,89.50323846153847,70.8037923076923
DMR_135,NW_024058979.1,37780,37797,17,3,hypo_siscowet,-16.6741,0.02857142857142857,0.02857142857142857,88.98328333333332,72.30918333333334
DMR_136,NW_024059010.1,33384,33729,345,6,hypo_siscowet,-19.091941666666667,0.02857142857142857,0.02857142857142857,37.905570833333336,18.813629166666665
DMR_137,NW_024059010.1,34645,35246,601,15,hypo_siscowet,-19.340664999999998,0.028626736546022647,0.02857142857142857,38.86043166666666,19.51976666666667
DMR_138,NW_024059023.1,4635,6286,1651,31,hypo_siscowet,-24.507440403225804,0.02859819049461925,0.02857142857142857,51.07711693548387,26.569676532258065
DMR_139,NW_024059023.1,6606,6966,360,9,hypo_siscowet,-32.09628055555556,0.028571428571428567,0.02857142857142857,65.96634444444445,33.87006388888889
DMR_140,NW_024059023.1,7248,9339,2091,41,hypo_siscowet,-26.637319207317073,0.028591663196280055,0.02857142857142857,60.61819207317073,33.98087286585366
DMR_141,NW_024059023.1,30770,30840,70,3,hypo_siscowet,-19.286725,0.03306975644987933,0.02857142857142857,77.00789166666668,57.72116666666667
DMR_142,NW_024059030.1,27447,32453,5006,96,hypo_siscowet,-26.968933958333334,0.028571428571428577,0.02857142857142857,57.39291666666667,30.42398270833333
DMR_143,NW_024059030.1,41204,41212,8,3,hypo_siscowet,-19.59603333333334,0.02857142857142857,0.02857142857142857,90.90976666666667,71.31373333333333
DMR_144,NW_024059094.1,8159,8360,201,4,hypo_siscowet,-26.488548125,0.02857142857142857,0.02857142857142857,49.30979375,22.821245625
DMR_145,NW_024059119.1,523091,523118,27,3,hypo_siscowet,-20.906350000000007,0.03306975644987932,0.02857142857142857,37.32458333333334,16.41823333333333
DMR_146,NW_024059200.1,2564,2581,17,3,hypo_siscowet,-17.53990833333334,0.02857142857142857,0.02857142857142857,85.95030000000001,68.41039166666667
DMR_147,NW_024059200.1,6027,6230,203,4,hypo_siscowet,-16.244537499999993,0.02857142857142857,0.02857142857142857,86.4084125,70.163875
DMR_148,NW_024059200.1,13755,13914,159,7,hypo_siscowet,-26.0215,0.028571428571428574,0.02857142857142857,51.30863214285715,25.287132142857143
DMR_149,NW_024059200.1,14208,14848,640,11,hypo_siscowet,-29.81789090909091,0.028646848536784123,0.02857142857142857,56.12589545454546,26.308004545454548
DMR_150,NW_024059200.1,16226,16338,112,4,hypo_siscowet,-21.214545625,0.02857142857142857,0.02857142857142857,41.5343125,20.319766875
DMR_151,NW_024059200.1,17626,17738,112,5,hypo_siscowet,-20.027870000000004,0.02857142857142857,0.02857142857142857,42.633755,22.605885
DMR_152,NW_024059200.1,20107,20127,20,3,hypo_siscowet,-22.273412499999996,0.02857142857142857,0.02857142857142857,31.74705416666667,9.473641666666667
DMR_153,NW_024059230.1,303779,303913,134,3,hypo_siscowet,-24.906756666666666,0.03334629632284968,0.02857142857142857,47.25221666666666,22.345460000000003
DMR_154,NW_024059230.1,304381,304424,43,3,hypo_siscowet,-25.499307499999997,0.028847968444398926,0.02857142857142857,50.57586666666666,25.07655916666667
DMR_155,NW_024059230.1,359090,359134,44,3,hypo_siscowet,-17.599258333333335,0.024702671351080036,0.021070570134378658,98.94324166666667,81.34398333333333
DMR_156,NW_024059240.1,8068,8140,72,7,hypo_siscowet,-22.73505392857143,0.028571428571428574,0.02857142857142857,49.97923214285714,27.24417821428571
DMR_157,NW_024059240.1,8430,8650,220,6,hypo_siscowet,-24.027337500000005,0.028709698507913748,0.02857142857142857,72.77902916666667,48.75169166666666
DMR_158,NW_024059240.1,9421,9807,386,14,hypo_siscowet,-24.53498714285714,0.028571428571428574,0.02857142857142857,57.52590714285715,32.990919999999996
DMR_159,NW_024059240.1,10879,11238,359,10,hypo_siscowet,-22.449242499999997,0.02857142857142857,0.02857142857142857,52.5647425,30.115500000000004
DMR_160,NW_024059240.1,29874,30091,217,4,hypo_siscowet,-22.551868125,0.02857142857142857,0.02857142857142857,55.0985625,32.546694375
DMR_161,NW_024059240.1,32062,32422,360,11,hypo_siscowet,-27.357612121212124,0.031723205461012816,0.02857142857142857,56.20854772727273,28.850935606060606
DMR_162,NW_024059257.1,1532,1733,201,6,hypo_siscowet,-26.843729166666666,0.028709698507913748,0.02857142857142857,57.153154166666674,30.309425
DMR_163,NW_024059257.1,3568,3652,84,3,hypo_siscowet,-23.416233333333338,0.02857142857142857,0.02857142857142857,48.060624999999995,24.644391666666667
DMR_164,NW_024059257.1,4556,4852,296,6,hypo_siscowet,-23.56052083333334,0.02857142857142857,0.02857142857142857,52.74090416666667,29.180383333333328
DMR_165,NW_024059257.1,5156,5783,627,8,hypo_siscowet,-18.038956250000002,0.02857142857142857,0.02857142857142857,40.995493749999994,22.9565375
DMR_166,NW_024059257.1,6340,6738,398,6,hypo_siscowet,-17.66575,0.02857142857142857,0.02857142857142857,74.33870833333333,56.67295833333333
DMR_167,NW_024059257.1,15001,15399,398,10,hypo_siscowet,-19.536324999999998,0.02857142857142857,0.02857142857142857,86.5736275,67.03730250000001
DMR_168,NW_024059257.1,26146,26505,359,11,hypo_siscowet,-20.233605681818183,0.02872226850213968,0.02857142857142857,63.94038863636363,43.70678295454545
DMR_169,NW_024059257.1,26795,27528,733,9,hypo_siscowet,-20.146950000000004,0.030070871197578824,0.02857142857142857,60.446288888888894,40.29933888888888
DMR_170,NW_024059257.1,28046,29684,1638,33,hypo_siscowet,-25.025330227272725,0.028646848536784123,0.02857142857142857,53.23652803030302,28.211197803030302
DMR_171,NW_024059257.1,31742,31864,122,4,hypo_siscowet,-17.7381375,0.02857142857142857,0.02857142857142857,45.645075000000006,27.906937499999998
DMR_172,NW_024059262.1,26428,29228,2800,64,hypo_siscowet,-31.254203984375003,0.028571428571428574,0.02857142857142857,67.98297148437501,36.728767500000004
DMR_173,NW_024059262.1,29593,29665,72,3,hypo_siscowet,-30.923191666666664,0.02857142857142857,0.02857142857142857,67.78074166666667,36.857549999999996
DMR_174,NW_024059262.1,30805,30916,111,4,hypo_siscowet,-24.759931249999998,0.02857142857142857,0.02857142857142857,71.0618125,46.301881249999994
DMR_175,NW_024059262.1,31206,31280,74,8,hypo_siscowet,-30.275097500000005,0.02857142857142857,0.02857142857142857,59.151584375,28.876486874999998
DMR_176,NW_024059323.1,3212,4213,1001,18,hypo_siscowet,-25.859345833333332,0.029413329842160482,0.02857142857142857,63.334679166666675,37.47533333333333
DMR_177,NW_024059323.1,13874,13909,35,3,hypo_siscowet,-18.380866666666662,0.02857142857142857,0.02857142857142857,93.11498333333334,74.73411666666668
DMR_178,NW_024059385.1,6239,6354,115,8,hypo_siscowet,-29.9345640625,0.028675131023792454,0.02857142857142857,61.774446875,31.8398828125
DMR_179,NW_024059385.1,7676,9223,1547,31,hypo_siscowet,-23.601318521505377,0.029268548390615982,0.026518721959430728,52.8968508064516,29.295532284946237
DMR_180,NW_024059385.1,9542,9767,225,3,hypo_siscowet,-27.999458333333333,0.03562961595478671,0.02857142857142857,53.3801,25.380641666666666
DMR_181,NW_024059406.1,27178,27500,322,9,hypo_siscowet,-18.4760425,0.028663608529085356,0.02857142857142857,35.73639166666666,17.260349166666668
DMR_182,NW_024059407.1,2008,2086,78,3,hypo_siscowet,-17.125941666666655,0.028847968444398926,0.02857142857142857,81.60345,64.47750833333333
DMR_183,NW_024059411.1,15735,15824,89,3,hypo_siscowet,-16.3274,0.02857142857142857,0.02857142857142857,59.38815833333333,43.06075833333333
DMR_184,NW_024059442.1,1612,1654,42,5,hypo_siscowet,-18.559244999999997,0.02857142857142857,0.02857142857142857,84.44847,65.88922499999998
